Date,AAPL,AMZN,EBAY,SPY,AMAT,NVDA,GOOG,QCOM,MU,JNPR,MSFT,FFIV,WDC,ACN,IBM,TER,INFY,SNE,CTSH,DATA
2010-03-30,22.808598,136.580002,11.422559,100.21238699999999,11.412655,16.346004,281.523956,34.817501,10.79,29.241009000000002,24.303176999999998,62.470001,34.43821,35.169044,104.530907,10.78838,12.475749,38.84,25.564487,
2010-03-31,22.7264,135.770004,11.35101,99.870941,11.429627,16.132755,281.72763100000003,34.677017,10.37,29.061031,23.911312,61.630001,34.123146000000006,34.952422999999996,104.108795,10.721191000000001,12.283591,38.32,25.326033,
2010-04-01,22.820206,131.809998,11.18266,100.55385600000001,11.327805,15.965864999999999,282.56219500000003,34.933193,10.17,28.843171999999996,23.805187,62.139998999999996,34.140652,34.860775,104.108795,10.78838,12.569742999999999,38.419998,25.241577,
2010-04-05,23.063907999999998,131.490005,11.519361,101.373276,11.472052,16.20693,283.660065,35.148083,10.6,29.231533000000002,23.894989000000002,65.290001,35.558434000000005,34.960758,105.00173999999998,11.009136999999999,12.757723,38.57,25.822815,
2010-04-06,23.165457,135.559998,11.477273,101.612289,11.438113000000001,15.808251,282.274078,35.065426,10.23,29.970371000000004,23.935806,65.120003,35.926014,34.594151000000004,104.660774,10.999539,12.768168,37.419998,25.956947,
2010-04-07,23.267967000000002,134.869995,11.300505000000001,101.031837,11.522963,15.910235,279.949188,35.346405,10.56,29.828289,23.960295000000002,64.559998,35.252132,34.627483000000005,104.295486,11.153111,12.502903,36.869999,25.390614000000003,
2010-04-08,23.205101000000003,140.96000700000002,11.136364,101.381821,11.319317,15.650626999999998,281.911438,35.040649,10.58,29.619902000000003,24.425625,63.919998,35.304629999999996,34.910759000000006,103.589287,10.711594,12.596895,36.849998,25.281321,
2010-04-09,23.383045000000003,140.059998,11.174242,102.047623,11.429627,15.752618,281.280548,34.850559000000004,10.73,29.979845,24.768496,64.760002,36.223576,35.685631,104.52278100000001,10.634807,12.732659,36.810001,25.693651000000003,
2010-04-12,23.431404,141.199997,11.207912,102.209824,11.565389999999999,16.040036999999998,284.514496,34.900146,10.82,29.932485999999997,24.752169,63.990002000000004,35.952271,35.885605,104.19806700000001,10.932352999999999,12.830826,36.540001000000004,25.812878,
2010-04-13,23.444941,140.16000400000001,11.212121,102.286636,11.70964,16.373819,291.489136,34.958,10.76,29.600952000000003,24.858294,65.209999,35.138348,35.910587,104.741966,10.970744,13.169195000000002,36.599998,26.662378000000004,
2010-04-14,23.760208,144.279999,11.380471,103.447548,12.227241000000001,16.577793,292.596924,35.205929,11.3,30.131403000000002,25.160357,67.339996,36.276081,36.17535,106.54405200000001,11.805789,13.116976999999999,37.0,26.791542,
2010-04-15,24.072575,145.820007,11.355219,103.53289000000001,12.167842,16.698332,295.72659300000004,35.288574,11.18,30.292431,25.20117,67.129997,36.556137,36.343452,106.25185400000001,11.700208,13.087738,36.689999,26.657412,
2010-04-16,23.925579,142.169998,11.08165,101.88544499999999,12.184814,15.817516,273.29745499999996,35.321636,10.92,29.563063,25.037891000000002,66.25,35.392143,36.267818,106.04079399999999,11.565833,12.945704,35.560001,26.215275,
2010-04-19,23.893667,142.429993,11.077441,102.269554,12.133902,15.743344,273.27261400000003,35.329884,10.79,29.534648999999998,25.339951,65.760002,34.6395,35.998847999999995,107.339577,11.450654,12.897665,36.110001000000004,25.857588,
2010-04-20,23.65383,144.199997,11.111111,103.18291500000001,12.269662,15.798976000000001,275.726654,35.776165,10.75,29.894594,25.601185,65.959999,35.199608000000005,36.704871999999995,105.27773300000001,11.652217,12.997924000000001,35.669998,26.339471999999997,
2010-04-21,25.068668,146.429993,11.064815,102.99511700000001,12.244212,15.391020999999999,275.35907000000003,35.230717,10.74,28.246414,25.576694,66.959999,35.260868,36.96542,104.709503,11.690610000000001,12.860069000000001,35.490002000000004,26.215275,
2010-04-22,25.769806,150.08999599999999,10.429293,103.302414,12.193296,15.455923,271.762451,32.50349,10.93,28.132748,25.625679,71.790001,35.602188,36.914993,104.823135,12.535250999999999,13.000012,35.130001,26.672314,
2010-04-23,26.191448,143.630005,10.332492,103.976761,12.278152,15.242672,270.734131,31.610958,11.0,28.483221,25.274639,71.279999,39.12915,37.54538,105.521271,12.400876,12.93944,34.98,26.493475,
2010-04-26,26.062822,147.110001,10.3367,103.584106,12.184814,15.391020999999999,264.102264,31.495251,10.97,28.180104999999998,25.397097,70.410004,38.604042,37.041073,106.12195600000001,12.573644,13.045963,35.07,26.428890000000003,
2010-04-27,25.341385,142.020004,10.004209,101.134293,11.819946,14.955251,262.820618,31.33823,10.34,27.725439,25.184839,69.610001,37.457569,36.309837,104.571495,12.093733,12.632403,35.25,25.579391,
2010-04-28,25.298838,139.350006,10.096802,101.90250400000001,11.921771000000001,14.983065,262.885193,32.082015999999996,10.24,27.479155,25.233822,69.57,37.422562,36.578804,105.610573,12.055341,12.607339999999999,34.700001,25.326033,
2010-04-29,25.979654,141.729996,10.202021,103.16583299999999,12.099961,15.437376,264.28109700000005,32.214249,10.21,27.810688,25.307299,70.389999,37.571339,37.14193,105.902809,12.189715,12.743102,35.34,25.857588,
2010-04-30,25.249512,137.100006,10.008417,101.415962,11.692666000000001,14.565842000000002,261.151459,31.966317999999998,9.35,26.91082,24.931760999999998,68.43,35.961025,36.679660999999996,104.717613,11.738602,12.519611,34.220001,25.390614000000003,
2010-05-03,25.758195999999998,137.490005,10.063131,102.73050699999999,11.879344,14.408221,263.585632,31.933256,9.89,27.460215,25.193005,71.08000200000001,36.529881,36.77211,105.204674,12.458464999999999,12.688797000000001,34.639998999999996,25.842685999999997,
2010-05-04,25.016448999999998,129.830002,9.713804,100.314796,11.361744999999999,13.675757,251.54892,31.073774,9.52,26.655065999999998,24.597054,69.33000200000001,35.470917,36.141735,104.003235,11.623422,12.237638,33.48,25.733395,
2010-05-05,24.756296,130.929993,9.537037,99.71729300000001,11.217494,13.443964000000001,253.232971,31.098568,9.26,26.882399,24.368482999999998,69.230003,35.58469,35.444117999999996,103.46749100000001,11.402662,12.308656,33.279999,25.330999,
2010-05-06,23.814362,128.71000700000002,9.372895,96.40535,10.784749,13.165811999999999,247.72380099999998,30.305196999999996,8.75,26.13409,23.658241,65.739998,33.913105,34.536365999999994,101.10946700000001,10.845967,11.870030999999999,33.200001,24.218203,
2010-05-07,22.809566,124.980003,9.040403999999999,94.97130600000001,10.606558,12.943294999999999,244.976669,30.164697999999998,8.57,25.319473000000002,23.029636,63.330002,33.554287,33.889183,99.624489,10.567622,11.796925,32.900002,23.607160999999998,
2010-05-10,24.562885,131.28999299999998,9.398149,99.153915,11.192039999999999,13.499592999999999,259.13955699999997,30.883703000000004,9.09,26.692957,23.625586,68.57,34.963306,34.502747,103.026863,11.393064,12.532144,34.310001,25.733395,
2010-05-11,24.807558,130.46000700000002,9.419192,98.872238,11.336286999999999,13.351247,252.880264,30.974602,8.82,26.465621999999996,23.576603,69.790001,34.700764,34.586803,103.53274499999999,11.191504,12.335808,33.57,25.544615,
2010-05-12,25.346218,133.869995,9.473906,100.255081,11.684182,13.610856,251.062088,31.536583,9.33,27.393906,24.03377,72.849998,35.523426,34.847347,108.25696599999999,11.700208,12.433976,33.240002000000004,26.076176,
2010-05-13,24.9855,131.470001,9.545455,99.008812,11.225977,13.583039999999999,253.789352,31.371288,9.14,26.550869,23.870493,70.690002,34.727016,34.309437,107.27786299999998,11.258691,12.459042,31.530001000000002,25.713522,
